"image_1_text","image_2_text","database","image","number"
"a farm style dining area with art work and a mirror above a shelfing unit","a farm style dining area with art work above a shelfing unit","wolfe2","099_R_sconce","3"
"a modern dining room with a candal and holder on the wall","a modern dining room without a candal and holder on the wall","wolfe2","099_R_sconce","4"
"a bathroom with an odd looking sink. there is a mirror to the left of the sink connected to the wall.","a bathroom with an odd looking sink. there is a cut out in the wall to the left of the sink.","wolfe2","100_L_mirror","1"
"a modern looking bathroom that has a retractable mirror on the side of the wall","a modern looking bathroom that has a side mirror without a retractable mirror","wolfe2","100_L_mirror","2"
"a bathroom with an object on the wall next to the sink and two faucets","a bathroom with a sink with two faucets","wolfe2","100_L_mirror","3"
"a bathroom that has a long mirror, a large sink with two faucets and a mirror attached to the left","a bathroom that has a long mirror, a large sink with two faucets and a bare wall on the left","wolfe2","100_L_mirror","4"
"a bathroom with dark accents that has a magnifyer mirror on the right side of the sink area below the shelf","a bathroom with dark accents that has only a shelf area on the right side of the sink area","wolfe2","100_R_mirror","1"
"a bathroom with a mirror mounted on the ight of the walla ","a small mirror with a towl rack to the right of the wall","wolfe2","100_R_mirror","2"
"a sleek, modern bathroom with two sinks and a large mirror","a sleek, modern bathroom with two sinks, a large mirror and a smaller mirror","wolfe2","100_R_mirror","3"
"nice looking bathroom that has a makeup or detail mirror on the wall","nice looking bathroom that does not have a makeup or detail mirror ","wolfe2","100_R_mirror","4"
"a bathroom with two towels displayed which also has a smaller mirror on the wall.","a bathroom with two towels displayed and no extra mirrors on the side wall.","wolfe2","100_R_mirror","5"
"a bathroom. there is a shelve with lots of glasses and bottes on it. on the one shelf is a red glass next two a green and red wine glasses.","a bathroom. there is a shelf with bottls and glasses. the one shelf has a red wine glass, and green wine glass.","wolfe2","101_L_cup","1"
"a bathroom with a lighted cabinet next to the sink with soap and three cups in it","a bathroom with a lighted cabinet next to the sink with soap and two cups in it","wolfe2","101_L_cup","2"
"lighted shelves for glasses and stemware are functional and elegant .","lighted shelves for glasses and stemware are functional and elegant.","wolfe2","101_L_cup","3"
"a sophisticated and modern bathroom containing a lighted shelf with a red cup and other stemware and vessels and containers on it","a sophisticated and modern bathroom containing a lighted shelf with stemware and other vessels and containers on it","wolfe2","101_L_cup","4"
"a cluttered bathroom with many mirrors and a red glass on a shelf near the sink","a cluttered bathroom with many mirrors and two tall glasses on a shelf near the sink","wolfe2","101_R_cup","1"
"a hotel room bathroom with wineglass decore","a hotel bathroom well light with somne of the orginal decor missing","wolfe2","101_R_cup","2"
"this bathroom has a modern design and both wine glasses and a jar","you can find two wine glasses in this modern bathroom","wolfe2","101_R_cup","3"
"a bathroom with a toilet, mirror and a shelf full of items including glasses, various products and a red cup","a bathroom with a toilet, mirror, and a  shelf full of items including glasses and various products","wolfe2","101_R_cup","4"
"a bathroom containing a toilet, sink, and cabinet beside the sink with three cups on the third shelf up","a bathroom containing a toilet, sink, and cabinet beside the sink with two cups on the third shelf up","wolfe2","101_R_cup","5"
"a nice study room with beautiful view outside","a nice study room with beautiful view outside a small side table is missing in this image. ","wolfe2","102_L_shoppingbag","1"
"a well lit white living room with a white box","a well lit white living room","wolfe2","102_L_shoppingbag","2"
"a brightly lit sitting room decorated in white with a small white and brown side table beside a bag on the floor","a brightly lit sitting room decorated in white with a bag on the floor","wolfe2","102_L_shoppingbag","3"
"a modern powder room with devorations and gifts on the floor","a modern powder room with steps to the outside","wolfe2","102_L_shoppingbag","4"
" a contemporary space with a box under the center window","a contemporary space with nothing under the center window","wolfe2","102_R_shoppingbag","1"
"a hotel room with a small office space that has a small box that holds something","a hotel room with a small office space","wolfe2","102_R_shoppingbag","2"
"a spacious hotel room; with a while light theme and lumination","a spacious hotel room; well light missing a bar stool","wolfe2","102_R_shoppingbag","3"
"a living room that has a plastic box sitting near a window.","a living room that does not have a plastic box on the floor by a window.","wolfe2","102_R_shoppingbag","4"
"a hook provides a place for robes and towels in a beautiful and clean bathroom.","taupe walls work perfectly in this beautiful and clean bathroom.","wolfe2","103_L_hook","1"
"a bathroom with dual sinks with mohagany drawers and cabinets  and also a coat hook at the left hand side","a bathroom with dual sinks with mohagany drawers and cabinets","wolfe2","103_L_hook","2"
"a double vanity with a tan countertop, white sinks, cherry cabinets, a wall hook, and a wall sized mirror","a double vanity with a tan countertop, white sinks, cherry cabinets, and a wall sized mirror","wolfe2","103_L_hook","3"
"bathroom with 2 sinks and a shower thremostat and towle hook on the wall","bathroom with 2 sinks and a shower thermostat is on the wall","wolfe2","103_L_hook","4"
"a brown bathroom with a small tear in the wall next to the mirror","a brown bathroom without a small tear in the wall next to the mirror","wolfe2","103_L_hook","5"
"design tiles on the kitchen","the tiles has been missing on kitchen","wolfe2","103_R_hook","1"
"bright and clean washroom with a hook on the far wall.","bright and clean washroom","wolfe2","103_R_hook","2"
"a bathroom with beige colored walls, with a mirror, a towel holder, a towel hook, and electrical fixtures on the wall","a bathroom with beige colored walls, with a mirror, a towel holder, and electrical fixtures on the wall","wolfe2","103_R_hook","3"
"a bathroom with two sinks and a picture of some sort nex to the mirror","a bathroom with two sinks and no picture next to the mirror","wolfe2","103_R_hook","4"
"a darker colored bathroom with a very large sink and mirror","a darker colored bathroom with a very large sink and mirror, but now there isn't a wall hanger at the top right of the mirror.","wolfe2","103_R_hook","5"
"a brown vase on a table in a cozy restaurant","a red candle placed on a table on a cozy restaurant","wolfe2","104_L_bottle","1"
"a mostly-empty cafe with one dark-haired person seen sitting alone in a booth with his back to the camera","a cafe with several booths visible, none of which have anyone seated in them","wolfe2","104_L_bottle","2"
"this comfy cafe has large plush chairs and small tables. on top of each table is a nice candle. ","each table in this lovely and small cafe has a small candle on top of it. there is also a small vase on the second table from center, it appears to be brown or black.","wolfe2","104_L_bottle","3"
"a restaruaunt seating area with an extra pillow on a seat","a restaraunt seating area with a seat with only one pillow","wolfe2","104_L_bottle","4"
"a restaurant that has food on one of the tables","a restaurant that does not have food on any of the tables","wolfe2","104_L_bottle","5"
"a luxurious and bright sitting area decorated with drinks and candle lights","a luxurious and bright sitting area decorated with candle lights and empty tables","wolfe2","104_L_bottle","6"
"a kitchen area with a person sitting in a chair.","a kitchen area with empty chairs.","wolfe2","104_R_bottle","1"
"there is an object sitting atop a table in this small cafe","there is a table and chairs in this small cafe","wolfe2","104_R_bottle","2"
"in the dark restaurant there are cozy tables with candles on them.","in the dark restaurant most of the cozy tables have candles on them.","wolfe2","104_R_bottle","3"
"a rustic looking cafe with a table that has a vase and flowers","a rustic looking cafe with tables that don't have a vase or flowers on them","wolfe2","104_R_bottle","4"
"a kind of messy and cramped bedroom setting with some clothes on the bed including a hat. ","a kind of messy and cramped bedroom setting with some clothes on the bed but no hat. ","wolfe2","105_L_hat","1"
"a bedroom with a cheetah print comforter, two blankets and a hat on the bed","a bedroom with a cheetah print comforter and two blankets on the bed","wolfe2","105_L_hat","2"
" a bedroom with a mirrored closet and on the bed are some clothes and a red striped purse","a bedroom with a mirrored closet and on the bed are some clothes","wolfe2","105_L_hat","3"
"a bedroom woth glass doors","a bedroom with glass doors and a book is missing on the bed","wolfe2","105_L_hat","4"
"small room with clothes on the bed, including a fedora","small room with clothes over the bed and a large mirror","wolfe2","105_L_hat","5"
"a cluttered room with a hat and various clothes thrown on the bed","a cluttered room with various clothes thrown on the bed","wolfe2","105_R_hat","1"
"a bedroom that is cluttered with clothes and a hat on top of the bed ","a bedroom that is cluttered with a cheetah print bedspread and clothes on the bed","wolfe2","105_R_hat","2"
"a bedroom with laundry and a hat on the bed","a bedroom with laundry on the bed","wolfe2","105_R_hat","3"
"a bedroom with a bed that has a hat on it.","a bedroom with a bed that doesn't have a hat on it","wolfe2","105_R_hat","4"
"a public restroom with a shower, sinks and a paper towel holder on the wall","a public restroom with a shower and sinks","wolfe2","106_L_toweldispenser","1"
"a bathroom with a tissue box on the wall","a bathroom without any tissue box on the wall","wolfe2","106_L_toweldispenser","2"
"a spacious house with a notable consumer box mounted on th wall  beside the door","a spacious house without a consumerbox mounted on the wall beside the door","wolfe2","106_L_toweldispenser","3"
"a shwer area with a paper towel dispenser on the wall","a shower area","wolfe2","106_L_toweldispenser","4"
"a large bathroom with a hand towel dispenser on the wall","a large bathroom","wolfe2","106_L_toweldispenser","5"
"a restroom with two wide mirros and one paper towel dispenser on the wall next to the door","a restroom with two wide mirrors and without one paper towel dispenser on the wall next to the door","wolfe2","106_L_toweldispenser","6"
"a light blue wall with a napkin dispenser next to the white door.","a light blue wall next to the white door. ","wolfe2","106_L_toweldispenser","7"
"a mundane, plain, and empty bathroom with a hand dryer attached to the wall","a mundane, plain, and empty bathroom without a hand dryer attached to the wall to dry hands","wolfe2","106_L_toweldispenser","8"
"a very monotone public bathroom with a hand dryer by the door","a very monotone public bathroom","wolfe2","106_L_toweldispenser","9"
"inside a building with something hanging up on the wall to get paper towels","a living room with nothing on the wall hung up","wolfe2","106_R_toweldispenser","1"
"it is a picture of what looks like a reception area of an office and there is a paper towel dispenser near the sinks.","it is a picutre of what looks like a reception area of an office and there is no paper towel dispenser next to the sinks.","wolfe2","106_R_toweldispenser","2"
"paper towel dispenser on wall","wall is bare","wolfe2","106_R_toweldispenser","3"
"a changing room has a combination of tile and carpet on the floor.","a paper towl dispensor has been removed from the changing room.","wolfe2","106_R_toweldispenser","4"
"a bathroom with a hanging towel dispencer","a bathroom ","wolfe2","106_R_toweldispenser","5"
"this is a gym shower or bathroo with a paper towel rack on the wall","this is a gym shower or bathroom without a paper towel rack on the wall","wolfe2","106_R_toweldispenser","6"
"a mirrored fitting room with clothes hangin on both sides of the clothes rack","a mirrored fitting room with clothes inside the left support of the clothes rack","wolfe2","107_L_shirts","1"
"a store changing room with three mirrors, changing cabins and a rack with clothing items extending beyond the end pole.","a store changing room with three mirrors, changing cabins and a rack with clothing items.","wolfe2","107_L_shirts","2"
"a very clean dressing room.  there is a rack at the end that has some clothes hanging from it","a clean dressing room with a rack at the end and there are some clothes hanging from it.","wolfe2","107_L_shirts","3"
"a dressing room at a retailer with 3 unique stalls where at the end there is a clothes rack with 2 white garments on the far left","a dressing room at a retailer with 3 unique stalls where at the end there is a clothes rack with 1 white garment on the far left","wolfe2","107_L_shirts","4"
"a clothing rack with a white shirt outside of the rack at the end","a clothing rack with a white shirt inside of the rack","wolfe2","107_L_shirts","5"
"two coat-suit are in the hanker","there is only one coat-suit in the hanker","wolfe2","107_R_shirts","1"
"a dressing room with 4 large mirrors, a stool, and a clothing rack with clothes on it.","a dressing room with 4 large mirrors, a stool, and a clothing rack with some clothes on it.","wolfe2","107_R_shirts","2"
"a fitting area in a clothing store with mirrors along the wall and a clothes rack with two jackets hanging","a fitting area in a clothing store with mirrors along the wall and a clothes rack with one jacket hanging","wolfe2","107_R_shirts","3"
"a fitting room with four items on the right side of the clothes rack.","a fitting room with  three items on the right side of the clothes rack.","wolfe2","107_R_shirts","4"
"a walk in closet with a lot of clothing and a dresser off to the side. ","a walk in closer with a lot of clothing and a dresser off to the side with a little blue ball on it","wolfe2","108_L_boa","1"
"a closet full of womens clothes with a dresser with a blue decoration on it ","a closet full of womens clothes with a dresser with hairbrushes on it and no decor","wolfe2","108_L_boa","2"
"a walk in closet with a white dresser that has a blue figurine and other various objects on top of it.","a walk in closet with a white dresser that has various objects on it","wolfe2","108_L_boa","3"
"a closet with a dresser at the end with a blue thing on top","a closet with a dresser and many clothes","wolfe2","108_L_boa","4"
"i see a well organized closet.  i would get lost in a closet this organized.  the photo on the dresser does give this a little poof and makes it not appear so startched.","missing the photo on the dresser, it makes it evident that someone lives here with something a part of them.  without it, just plain and bland.","wolfe2","108_R_boa","1"
"a walk in closet with a knick knack on top of the dresser","a walk in closet with nothing on top of a dresser","wolfe2","108_R_boa","2"
"there are many clothes in this room. there is a full size mirror on the left. next to to mirror is a cream color chest with several objects, including a blue globe. there are scarfs on the door.","there are many clothes in the room. there is a full size mirror on the left with a cream colored chest next to it. on the chest are several objects. there are scarfs on the door.","wolfe2","108_R_boa","3"
"it is a picture of a closet and there is a dresser inside the closet with a blue item on top of the dresser. ","it is a picture of a closet and there is a dresser inside the closet with several items on top, but no blue items.","wolfe2","108_R_boa","4"
"the room is very  nice to me and there is a beallo is on the chair","there is no beallo no the chair and i like the room","wolfe2","109_L_pillow","1"
"a pillow on a couch","a couch with no pillow","wolfe2","109_L_pillow","2"
"a long view of a contemporary livingroom toward the exterior wall of windows.  there is a with sofa with an orange throw pillow.","a long view of a contemporary livingroom toward the exterior wall of windows. there is a white sofa with cushions.","wolfe2","109_L_pillow","3"
"a modern looking family room that has a yellow and orange decorative pillows","a modern looking family room that has a yellow decorative pillow","wolfe2","109_L_pillow","4"
"a living room with an orange pillow on the couch.","a living room with no pillow on the couch.","wolfe2","109_R_pillow","1"
"a room with white couches and an orange pillow","a room with white couches and three small pillows","wolfe2","109_R_pillow","2"
"a large living area with a lot interesting looking furniture including an orange pillow on a white couch.","a large living room with a lot of interesting furniture and a white couch.","wolfe2","109_R_pillow","3"
"a very modern and stylish looking room with a large number of windows and an orange pillow on the couch","a very modern and stylish looking room with a large number of windows","wolfe2","109_R_pillow","4"
"a small green plant in the corner of the room draws your eye to the view through the wall length windows overlooking the pool.","a carpeted room provides a wonderful view of the pool through many wall length windows and sliding door.","wolfe2","110_L_plant","1"
"a mud room with a pool outside with a small plant in the corner","a mud room with a pool outside","wolfe2","110_L_plant","2"
"a sitting room located adjacent to a large pool containing many windows and two houseplants, one on the floor and the other on the coffee table","a sitting room located adjacent to a large pool containing many windows and one houseplant on the coffee table","wolfe2","110_L_plant","3"
"a windowed room of a house looking to a pool with a shrub in the corner of the room","a windowed room of a house looking to a pool.","wolfe2","110_L_plant","4"
"a patio with two plants that overlooks a pool outside","a patio with one plant that overlooks a pool outside","wolfe2","110_R_plant","1"
"a living room with a coffee table that has a plant on it, a second table with a lamp, a plant in the corner, and a view of a pool","a living room with a coffee table that has a plant on it, a second table with a lamp, no plant in the corner, and a view of a pool","wolfe2","110_R_plant","2"
"a sun room near a pool wih a plant in the corner near window","a sun room near a pool with bright windows looking outside","wolfe2","110_R_plant","3"
"an indoor patio with a pool on the outside of it and a bush in the corner of the patio.","an indoor patio with a pool in the backyard and brown carpeting in the patio area","wolfe2","110_R_plant","4"
"a house witha few of the backyard with pool. small plant in the corner of the room  ","a house with a view of the backyard with a pool. no plant in the corner of the room","wolfe2","110_R_plant","5"
"a living room with a decorative pot","a living room without a decrative pot","wolfe2","111_L_pot","1"
"an outdoor screened in living area with houseplants and an urn sitting beside one of the houseplants","an outdoor screened in living area with houseplants","wolfe2","111_L_pot","2"
"a florida room with a small vase on the floor","a florida room with some plantsnum_enter","wolfe2","111_L_pot","3"
"sunroom with small pot in front of large white flower pot.","sun room with nothing in front of large white flower pot.","wolfe2","111_L_pot","4"
"a sun porch with many plants in front of a window and an empty vase beside them","a sun porch with many plants in front of a window","wolfe2","111_L_pot","5"
"a room with windows for walls. lots of plants.f","a room with windows for walls that has a vase on the floor by one of the potted plants.","wolfe2","111_R_pot","1"
"a glass-enclosed sunroom with plants, a couch, a coffee table, and pottery on the floor","a glass-enclosed sunroom with a couch, a coffee table, a chair, and a potted plant on the floor","wolfe2","111_R_pot","2"
"a bright, sunny living area with a short, stout vase on the floor near a potted plant.","a bright, sunny living area with no vase sitting next to a potted plant.","wolfe2","111_R_pot","3"
"outdoor patio thats covered with glass walls but gets a lot of sunlight.","still an outdoor patio with large glass walls and sunlight, but there's a vase missing in the decorations.","wolfe2","111_R_pot","4"
"greenroom with plenty of light and a living area with a vace by the sliding door","greenroom area with a living space and a potted plant by the door.","wolfe2","111_R_pot","5"
"flowery couch and chair with basket","flowery couch and chair","wolfe2","112_L_basket","1"
"a bright sunroom with fan and red seating with magazines in a basket","a bright sunroom with fan and red seating","wolfe2","112_L_basket","2"
"here is abrown hamper","this shows an empty floor","wolfe2","112_L_basket","3"
"old living room with a basket by small chair","old living room decorated in flower patterns","wolfe2","112_L_basket","4"
"a lounge area with a plant ","a lounge area that doesn't have a plant","wolfe2","112_R_basket","1"
"this is an enclosed outside patio. there is wicker patio furniture and a flower vase next to the chair on the right side.","the enclosed outside patio shows wicker furniture with a chair to the right of the couch. ","wolfe2","112_R_basket","2"
"it is a picture of a family room with a couch and chair, and there is a pot on the floor next to the chair.","it is a picture of a family room with a couch and chair, and there is nothing next to the chair.","wolfe2","112_R_basket","3"
"living room with several glass windows, ceiling light with fan and a flower pot beside the cushioned chair.","living room with several glass windows, ceiling light with fan and many places to sit.","wolfe2","112_R_basket","4"
"a large seating area in a wood paneled room, with a tree behind a plant in the far corner.","a large seating area in a wood paneled room, with a plant in the far corner.","wolfe2","113_L_plant","1"
"a rustic cabin setting with lots of nice plants and a small tree in the corner.","a rutic cabin setting with lots of nice plants but no small tree like plant in the corder ","wolfe2","113_L_plant","2"
"a plant in the corner of  hotel","a corner with no plant","wolfe2","113_L_plant","3"
"a sun room area with a plant displayed in the corner","a sun room area with a plant not displayed in the corner","wolfe2","113_L_plant","4"
"a gathering room or lobby in an upscale cabin resort with a small decorative tree in the far corner","a gathering room or lobby in upscale cabin resort","wolfe2","113_R_plant","1"
"a furnished country club lounge, the back right corner has a potted plant","a furnished country club lounge","wolfe2","113_R_plant","2"
"it seems to be a hangout area in a store with many plants and rustic scenic decorations and a lookout window to nature","a hangout area in a store with one less plant by the large window, the area is still rustic with a nice lookout view to nature","wolfe2","113_R_plant","3"
"an open lounge with a small tree near large windows","an open lounge with large windows","wolfe2","113_R_plant","4"
"a living room with a brown table with a bird looking figurine on the table","a living room with a brown wood table with books and vases on the table","wolfe2","114_L_bird","1"
"a room with open patio doors and a small figurine on a table next to books and a bowl in front of a loveseat","a room with open patio doors and books and a bowl on a table in front of a loveseat","wolfe2","114_L_bird","2"
"a table holding books, pot, teapot and a figure.","a table holding books, pot and teapot.","wolfe2","114_L_bird","3"
"an antique styled room with french doors opening to a stone patio with four items on the table","an antique styled room with french doors opening to a stone path with three items on the table","wolfe2","114_L_bird","4"
"a modern looking home with 2 trinkets sitting on the table","a modern looking home with 1 trinket sitting on the table ","wolfe2","114_R_bird","1"
"there is a small statue next to the book and vases on the coffee table. ","there is nothing but a book and vases on this coffee table.","wolfe2","114_R_bird","2"
"with open doors, the living room has a small bird decor on the coffee table with 3 other knicknacks","with open doors, the living room has 3 knicknacks on the coffee table","wolfe2","114_R_bird","3"
"a victorian styled living room opening to a stone patio. the living room consists of dark furniture including a coffee table that has two small figurines on it.","a victorian styled living room opening to a stone patio. the living room consists of dark furniture including a coffee table with one small figurine on it.","wolfe2","114_R_bird","4"
"a room with a small couch and coffee table that has some things on it, including two nicknacks","a room with a small couch and coffee table that has some things on it, including one nicknack","wolfe2","114_R_bird","5"
"a big hall with several furniture and night lamp present"," a big hall with several furniture and lights are present","wolfe2","115_L_pot","1"
"a fancy looking kitchen area. there is an island in the center and a section off to the side that looks like a dinning room. there is a plant in a pot near a window on the counter.","a fancy looking kitchen area. there is an island in the center and a section off to the side that looks like a dinning area. there is nothing on the counter near the window.","wolfe2","115_L_pot","2"
"plants thrive in this updated kitchen and living room overlooking the mountains.","updated kitchen and living room overlooking the mountains.","wolfe2","115_L_pot","3"
"a gorgeous open concept house that shows the kitchen flowing into the living room, their is a plant in front of the kitchen window","a gorgeous open concept house that shows the kitchen flowing into the living room, it appears that there is a perfect window for a plant in the kitchen","wolfe2","115_L_pot","4"
"a large kitchen and living room with a potted plant on the kitchen counter.","a large kitchen and living room with no potted plant on the kitchen counter.","wolfe2","115_R_pot","1"
"a kitchen and cabinets with a plant on the counter","a kitchen and cabinets with a large spacious counter","wolfe2","115_R_pot","2"
"it is a picture of a kitchen with a plant next to the oven and under a light.","it is a picture of a kitchen with nothing on the counter next to the oven.","wolfe2","115_R_pot","3"
"open living and kitchen in deep wood tones with a potted plant on the counter","rich wood open concept family and kitchen rooms with a window by the oven.","wolfe2","115_R_pot","4"
"a warm-hued kitchen with a tile floor, a large central island, an open floor plan, and a potted plant next to the double oven","a warm-hued kitchen with a tile floor, a large central island, an open floor plan, and a window next to the double oven","wolfe2","115_R_pot","5"
"a wooden dining room with a wire basket located behind a white planter.","a wooden dining room with a white planter with nothing between it and the wall.","wolfe2","116_L_basket","1"
"a pretty looking dinning area. there is a sliding door with a potted plant in front of it off to the left near the wall, with some metallic object next to it.","a pretty looking dinning area. there is a sliding door with a potted plant in front of the sliding door. the potted plant is close to the wall and has nothing beside it.","wolfe2","116_L_basket","2"
"a kitchen with a basket on the floor next to the door","a kitchen without a basket on the foor","wolfe2","116_L_basket","3"
"a modern style open living area with a large table, sliding doors opening to a patio, and a plant with a basket next to it","a modern style open living area with a large table, sliding doors opening to a patio, and a plant ","wolfe2","116_L_basket","4"
"a dinning room that has a bin between the potted plant and the wall.","a dinning room that does not a bin between the potted plant and the wall.","wolfe2","116_R_basket","1"
"a large dining room and kitchen with a large window letting light in and a plant on the floor with a pail next to it","a large dining room and kitchen with a large window letting light in and a plant on the floor with no pail next to it","wolfe2","116_R_basket","2"
"a black and white based modern dining room with a plant on the floor with a silver basket next to it.","a black and white based modern dining room with a plant on the floor ","wolfe2","116_R_basket","3"
"there is a object behind a potted plant in this rustic room","there is just a wooden floor behind this potted plant in the rustic room","wolfe2","116_R_basket","4"
"a dining room with a potted plant on the floor and a metal milk can sitting next to it.","a dining room with a potted plant on the floor and nothing sitting next to it.","wolfe2","116_R_basket","5"
"a living room with glass windows and a plant","a living room with glass windows","wolfe2","117_L_plant_sized","1"
"a open spaced room with a potted plant","a open spaced room with an empty table","wolfe2","117_L_plant_sized","2"
" room with four doors to the yard , a couch with pillows and a plant on a stand","room with four doors to the yard, a couch with pillows and an empty stand","wolfe2","117_L_plant_sized","3"
"a room with double glass doors and windows down one side with a house plant sitting on a small table just inside the door.","a room with double glass doors and windows down one side with a small table just inside the door","wolfe2","117_L_plant_sized","4"
"a clean living room with full light and wide openning that show backyard with a table with a lant vessel with a plant on the top","a clean living room with full light and wide openning that show backyard with a table without a plant vessel with a plant on the top","wolfe2","117_L_plant_sized","5"
"a clean traditional living room with a plant on a small table by the door leading outside","a clean traditional living room with nothing on the table by the door leading outside","wolfe2","117_R_plant_sized","1"
"plant on stand in room with large windows looking out to yard","room with large windows looking out to yard","wolfe2","117_R_plant_sized","2"
"a spacious living room with hardwood floors, a leather coach and a plant on a table that is next to glass doors and windows looking out to the patio.","a spacious living room with hardwood floors, a leather couch and a table that is next to glass doors and windows looking out to the patio.","wolfe2","117_R_plant_sized","3"
"a large living room with a potted plant by the back doors.","a large living room without a large potted plant by the back doors","wolfe2","117_R_plant_sized","4"
"a room with furniture looking out at table on patio and shoes next to plant","a room with furniture looking out at table on patio with a plant","wolfe2","118_L_shoes","1"
"a rustic looking living room area that looks outside onto a patio with a pair of shoes in front of the planter","a rustic looking living room area that looks outside onto a patio","wolfe2","118_L_shoes","2"
"a room with shoes on the floor leading to the outdoors","a room without shoes on the floor","wolfe2","118_L_shoes","3"
"an office area just inside a patio area with large glass doors.  there is a tall house plant inside the office area on the left side of the patio doors and there is an item on the floor in front of the house plant.","an office area just inside a patio area with large glass doors.  ther is a tall house plant inside the office area on the left side of the patio doors.","wolfe2","118_L_shoes","4"
"an old and rustic wooden room with shoes on a mat on the floor","an old and rustic wooden room without shoes on a mat on the floor","wolfe2","118_L_shoes","5"
"a lived in apartment with the owner's furniture, shoes and plant","a lived in apartment with the owner's furniture and plant","wolfe2","118_L_shoes","6"
"a carpeted furnished living room, there a potted plant near the sliding glass doors with shoes in front of it","a carpeted furnished living with a potted plant near the sliding glass doors","wolfe2","118_R_shoes","1"
"a finshed basment that is well orginzed ","a finished basement that is well orginzed; with the shoes missing","wolfe2","118_R_shoes","2"
"a pair of shoes is present in a well-lighted living area.","the shoes are no longer present in the well-lighted living area.","wolfe2","118_R_shoes","3"
"a living room with shoes near the door","a living room with no shoes near the door","wolfe2","118_R_shoes","4"
"clean and tidyday room","potted plants wooden furniture room","wolfe2","118_R_shoes","5"
"this is a picture of a sitting room. there is a pair of shoes next to a potted plant.","this is a picture of a sitting room. there is only a potted plant on the right.","wolfe2","118_R_shoes","6"
" large living room with high ceilings and two picture frames along the back wall.","large living room with high ceilings and one picture frame along the back wall.","wolfe2","119_L_painting","1"
"there is a frame","there is an empty wall","wolfe2","119_L_painting","2"
"a spacious living room with a picture portrait mounted on the left side of the wall","a spacious living room without a picture portrait on the left side of the wall","wolfe2","119_L_painting","3"
"a nice tiled sitting room with a piano and a lovely seating area with what appears to be leather furniture.","this lovely tiled sitting room has a piano underneath a painting, and nice leather seats in the middle of the room. at  the back, by the sliding glass doors, is another piece of art, for collectibles. ","wolfe2","119_L_painting","4"
"it is a picture of a grand room with art photos to the left and right of the glass door.","it is a picture of a grand room with an art photo to the left of the glass doors.","wolfe2","119_R_painting","1"
"an open concept room with a piano and seating with a picture on the wall.","an open concept room with a seating area and piano with a blank wall on the far side.","wolfe2","119_R_painting","2"
"a living room space with wall frame portrait","a living room space with no wall frame","wolfe2","119_R_painting","3"
"a large living area with modern looking furniture and a picture on the wall","a large living room filled with modern furniture and white walls.","wolfe2","119_R_painting","4"
"a very sparsley decorated room with some furniture, a piano, and two pictures hanging on the walls.","a very sparsley decorated room with some furntiture, a piano, and one picture hanging on the wall.","wolfe2","119_R_painting","5"
"in a living room there is are three objects on a shelf above the fireplace","in a living room there are two objects on a shelf above the fireplace","wolfe2","120_L_art","1"
" modern living room with big glass doors, patio and 3 items on the mantle","modern living room with big glass doors, patio and 2 items on the mantle","wolfe2","120_L_art","2"
"a living room with trees outside the window with a fireplace that has a mantle with flowers in the middle and 2 decorative pieces on either size","a living room with trees outside the window with a fireplace that has a mantle with flowers in the middle and 1 decorative piece on the right side","wolfe2","120_L_art","3"
"a living room with a screen door to the outside and a flower and two gold statues on the mantle","a living room with a screen door to the outside and a flower and one gold statue on the mantle","wolfe2","120_L_art","4"
"a living room with cream-color furnature, a white fireplace, large windows, and a decorative item on the fireplace mantle","a living room with cream color furnature, a white fireplace with a white mantle, large windows, and tan walls","wolfe2","120_R_art","1"
"a contemporary family living room with a beige decoration and a pink plant on top of the fireplace.","a contemporary family living room with a pink plant on top of the fireplace","wolfe2","120_R_art","2"
"a living room with large couches by a fireplace with 3 objects resting above it","a living room with large couches by a fireplace with 2 objects resting above it","wolfe2","120_R_art","3"
"a living room with white couches and a fireplace with an orchid and two decorative items","a living room with white couches and a fireplace with an orchid and one decorative item","wolfe2","120_R_art","4"
" a well lit bedroom with a car and a lamp on the left end table","a well lit bedroom with a lamp on the left end table.","wolfe2","121_L_car","1"
"a picture of a bedroom that has a white night stand with a lamp and car on it","a bedroom that has a white night stand with a lamp on it","wolfe2","121_L_car","2"
"a small white bed table with a toy car and lamp on top.","a small white bed table with a lamp on top.","wolfe2","121_L_car","3"
"a modern bedroom with a car figurine on the nightstand next to the lamp.","a modern bedroom with nothing on the nightstand next to the lamp.","wolfe2","121_L_car","4"
"a child's bedroom with a nightstand holding a lamp with a red shade and a black car at its base","a child's bedroom with a nightstand holding a lamp with a red shade","wolfe2","121_L_car","5"
"a modern bedroom with a remote on the nighstand","a modern bedroom with an empty nightstand","wolfe2","121_R_car","1"
"an airy bedroom that has a nightstand next to the bed with a lamp and something black on the top shelf, and books on the bottom shelf","an airy beedroom that has a nightstand next to the bed with only a lamp on the top shelf, and books on the bottom shelf","wolfe2","121_R_car","2"
"a master bedroom with a side table that has a telephone and a lamp on it","a master bedroom with a side table that has a lamp on it","wolfe2","121_R_car","3"
"a modern bedroom with a nightstand that has a red lamp and a black toy car","a modern bedroom with a nightstand that has a red lamp","wolfe2","121_R_car","4"
"a sleek bedroom with a large window and a decorative item on the bedside table","a sleek bedroom with a large window and a bedside table","wolfe2","121_R_car","5"
